metric	comparison	case_id	spearman_rho	top1_overlap	tie_aware_top3_overlap_fraction
FCC	GPT-5.5	case_CL120_EHR_033	0.9483326481409007	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_034	0.39757024851785244	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_035	0.8746215234045869	1.0	0.6
FCC	GPT-5.5	case_CL120_EHR_036	0.8206724839680872	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_037	0.8152509713833304	1.0	0.42857142857142855
FCC	GPT-5.5	case_CL120_EHR_038	0.8658697553131278	0.0	0.8333333333333334
FCC	GPT-5.5	case_CL120_EHR_039	0.5835893219328621	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_040	0.862421616015649	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_041	0.7032221360758405	0.0	0.5
FCC	GPT-5.5	case_CL120_EHR_042	0.9848069807617046	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_043	0.8109906863144085	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_044	0.5853225568382547	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_045	0.8449887057152897	1.0	0.8333333333333334
FCC	GPT-5.5	case_CL120_EHR_046	0.873862897505303	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_047	0.5183023183212386	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_048	0.3484434007582993	1.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_049	0.7033935166085081	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_050	0.4478864769720896	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_051	0.4666666666666666	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_052	0.8109906863144085	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_053	0.5723320762055182	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_054	0.7538028741632801	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_055	0.5914874974279314	1.0	0.25
FCC	GPT-5.5	case_CL120_EHR_056	0.8355380466454655	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_057	0.49090909090909085	1.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_058	0.8841627783127011	0.0	1.0
FCC	GPT-5.5	case_CL120_EHR_059	0.36199044029251076	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_060	0.8424242424242423	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_061	0.7525489793561387	1.0	0.39999999999999997
FCC	GPT-5.5	case_CL120_EHR_062	0.6646465023178235	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_063	0.9567172612055053	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_064	0.41107388982369863	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_065	0.6463534793182504	0.0	0.5
FCC	GPT-5.5	case_CL120_EHR_066	0.35036873382383865	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_067	0.3218876081339089	1.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_068	0.49284194987091473	1.0	0.75
FCC	GPT-5.5	case_CL120_EHR_069	-0.13023171918250528	1.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_070	0.6285582862801341	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_071	0.8287500526143061	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_072	0.840506615125221	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_073	0.5414897797588377	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_074	0.5932971400958721	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_075	0.8060606060606059	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_076	0.760827412066215	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_077	0.5757575757575757	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_078	0.12676334779491943	1.0	0.2857142857142857
FCC	GPT-5.5	case_CL120_EHR_079	0.7500139429824981	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_080	0.2024692293161501	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_081	0.38298049251844074	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_082	0.6574954291958517	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_083	0.6322217654272672	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_084	-0.018819969800246025	0.0	0.25
FCC	GPT-5.5	case_CL120_EHR_085	0.49696992650327754	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_086	0.6327848502189877	1.0	0.39999999999999997
FCC	GPT-5.5	case_CL120_EHR_087	0.46808726863364974	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_088	0.8554858623063625	0.0	1.0
FCC	GPT-5.5	case_CL120_EHR_089	0.3057233682112762	1.0	0.42857142857142855
FCC	GPT-5.5	case_CL120_EHR_090	0.6911347302244767	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_091	0.8693049274624923	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_092	0.6758441388478289	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_093	0.6930123197952737	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_094	0.8504153432937825	1.0	0.75
FCC	GPT-5.5	case_CL120_EHR_095	0.8379092353041679	1.0	0.75
FCC	GPT-5.5	case_CL120_EHR_096	0.5759112366652884	1.0	0.42857142857142855
FCC	GPT-5.5	case_CL120_EHR_097	0.3939393939393939	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_098	0.4403855060505443	1.0	0.4444444444444445
FCC	GPT-5.5	case_CL120_EHR_099	0.22019275302527214	1.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_100	0.6074076879484503	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_101	0.5440156975482284	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_102	0.4064485096624696	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_103	0.709090909090909	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_104	0.2978737164032316	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_105	0.5471149893120582	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_106	0.23426064283290915	1.0	0.25
FCC	GPT-5.5	case_CL120_EHR_107	0.8170883606475995	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_108	0.8875420937728943	1.0	1.0
FCC	GPT-5.5	case_CL120_EHR_109	0.8341878650386931	1.0	0.75
FCC	GPT-5.5	case_CL120_EHR_110	0.32218993815043423	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_111	0.8060606060606059	1.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_112	0.6686960980480711	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_113	0.5107414652298363	1.0	0.39999999999999997
FCC	GPT-5.5	case_CL120_EHR_114	0.58537673598634	0.0	1.0
FCC	GPT-5.5	case_CL120_EHR_115	0.5393939393939393	0.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_116	0.1296518626509113	0.0	0.3333333333333333
FCC	GPT-5.5	case_CL120_EHR_117	0.8081352297940448	1.0	0.6
FCC	GPT-5.5	case_CL120_EHR_118	0.6196785503312473	1.0	0.6666666666666666
FCC	GPT-5.5	case_CL120_EHR_119	0.4980495226792785	1.0	0.5
FCC	GPT-5.5	case_CL120_EHR_120	0.37690143708164003	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_001	0.7212121212121211	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_002	0.8666666666666665	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_003	0.7333333333333332	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_004	0.6484848484848483	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_005	0.5471149893120582	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_006	0.07294866524160776	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_007	0.7103658536585367	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_008	0.8318081708896357	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_009	0.309090909090909	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_010	0.735565707852878	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_011	0.41818181818181815	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_012	0.42073170731707316	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_013	0.43030303030303024	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_014	0.5272727272727272	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_015	0.6200636545536659	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_016	0.47256097560975613	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_017	0.7173285415424762	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_018	0.6969696969696969	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_019	0.6930123197952737	0.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_020	0.6363636363636362	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_021	0.7696969696969697	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_022	0.48766256436877325	0.0	0.16666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_023	0.717845449393623	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_024	0.6565379871744698	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_025	0.8424242424242423	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_026	0.7616135571863155	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_027	0.6	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_028	0.24316221747202585	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_029	0.8181818181818182	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_030	0.24316221747202585	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_031	0.9393939393939393	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_032	0.709090909090909	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_033	0.9878787878787878	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_034	0.4666666666666666	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_035	0.7370065043544197	1.0	0.8333333333333334
FCC	GPT-5.6-Sol	case_CL120_EHR_036	0.3883810209668519	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_037	0.8318081708896357	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_038	0.5443654172013671	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_039	-0.5272727272727272	0.0	0.0
FCC	GPT-5.6-Sol	case_CL120_EHR_040	0.9636363636363635	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_041	0.7575757575757575	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_042	0.9329441729782294	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_043	0.8257228238447705	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_044	0.49848254581765294	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_045	0.6484848484848483	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_046	0.09786344578900984	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_047	0.8303030303030302	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_048	0.324172664176095	0.0	0.0
FCC	GPT-5.6-Sol	case_CL120_EHR_049	0.5636363636363636	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_050	0.6200636545536659	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_051	0.8545454545454544	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_052	0.9151515151515152	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_053	0.5182926829268293	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_054	0.5636363636363636	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_055	0.40672973061882917	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_056	0.8389096502784891	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_057	0.5896683773696626	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_058	0.9207488243118473	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_059	0.0303030303030303	0.0	0.0
FCC	GPT-5.6-Sol	case_CL120_EHR_060	0.8145934285312865	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_061	0.5592731001856595	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_062	0.752325239503013	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_063	0.6484848484848483	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_064	0.5957474328064633	0.0	0.8333333333333334
FCC	GPT-5.6-Sol	case_CL120_EHR_065	0.5393939393939393	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_066	0.21297919427756776	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_067	0.790277206784084	0.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_068	0.8267515394048879	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_069	0.26747843921922837	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_070	0.28134688133031793	0.0	0.16666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_071	0.7416447632896788	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_072	0.5945121951219512	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_073	0.3231767396591252	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_074	0.7781190959104828	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_075	0.9030303030303028	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_076	0.46015733935488656	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_077	0.6363636363636362	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_078	0.5045616012544536	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_079	0.6261427099904665	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_080	0.6200636545536659	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_081	0.4424242424242424	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_082	0.6238561281672267	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_083	0.6121212121212121	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_084	0.38181818181818183	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_085	0.6242424242424242	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_086	0.0	0.0	0.2222222222222222
FCC	GPT-5.6-Sol	case_CL120_EHR_087	0.5636363636363636	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_088	0.4329348776565639	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_089	0.33333333333333326	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_090	0.5213414634146343	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_091	0.6727272727272726	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_092	0.7438838524767222	1.0	0.7777777777777777
FCC	GPT-5.6-Sol	case_CL120_EHR_093	0.7781190959104828	0.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_094	0.7212121212121211	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_095	0.5288778230016562	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_096	0.6463414634146342	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_097	0.7818181818181817	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_098	0.480245379507251	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_099	0.23100410659842455	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_100	0.4620082131968491	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_101	0.6969696969696969	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_102	0.3541465842371059	0.0	0.4444444444444444
FCC	GPT-5.6-Sol	case_CL120_EHR_103	0.7077760731311632	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_104	0.07878787878787878	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_105	0.6606060606060605	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_106	0.7833755981717927	1.0	0.4444444444444444
FCC	GPT-5.6-Sol	case_CL120_EHR_107	0.7454545454545454	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_108	0.6036697589859131	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_109	0.7538028741632801	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_110	0.3939393939393939	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_111	0.37690143708164003	1.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_112	0.686933264358473	0.0	0.3333333333333333
FCC	GPT-5.6-Sol	case_CL120_EHR_113	0.17575757575757575	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_114	0.6398789732083647	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_115	0.7818181818181817	0.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_116	0.9300954818304988	1.0	1.0
FCC	GPT-5.6-Sol	case_CL120_EHR_117	0.7294866524160775	1.0	0.8333333333333334
FCC	GPT-5.6-Sol	case_CL120_EHR_118	0.8060606060606059	0.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_119	0.4179746851464965	1.0	0.6666666666666666
FCC	GPT-5.6-Sol	case_CL120_EHR_120	0.6969696969696969	0.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_001	0.6933037246280291	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_002	0.06686960980480709	1.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_003	0.4587349021359835	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_004	0.309090909090909	0.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_005	0.5471149893120582	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_006	0.1745572096355137	0.0	0.39999999999999997
FCC	DeepSeek-V4-Pro	case_CL120_EHR_007	0.46878530381256267	0.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_008	-0.06727860205724993	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_009	0.13373921960961418	0.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_010	-0.17629260766721874	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_011	0.45122790065613705	1.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_012	-0.2660562899536702	0.0	0.16666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_013	-0.32517785314411984	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_014	0.32218993815043423	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_015	0.22701095408174404	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_016	-0.5670731707317073	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_017	-0.7261847848629156	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_018	-0.3497195779097138	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_019	-0.17150335289900864	1.0	0.2857142857142857
FCC	DeepSeek-V4-Pro	case_CL120_EHR_020	-0.17021355223041806	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_021	-0.042683720332337284	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_022	0.6646341463414636	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_023	-0.11880802590133727	0.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_024	0.2796365500928297	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_025	0.5440156975482284	1.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_026	0.4125080568766671	1.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_027	-0.11515151515151514	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_028	0.21329299106945493	0.0	0.25
FCC	DeepSeek-V4-Pro	case_CL120_EHR_029	0.44928394207456446	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_030	0.37426130267530777	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_031	0.24618298195866545	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_032	0.3015741528993652	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_033	-0.4391326286724072	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_034	0.06079055436800646	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_035	0.17792936698295186	1.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_036	0.3703985987435961	0.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_037	-0.08231707317073172	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_038	-0.2298846248556652	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_039	0.32218993815043423	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_040	0.2978737164032316	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_041	-0.26888132177671065	0.0	0.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_042	-0.17073488132934914	1.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_043	0.012158110873601293	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_044	0.43698479487930814	1.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_045	0.44377104688644714	0.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_046	0.4862113893683642	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_047	0.24924127290882647	1.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_048	0.3525852153344375	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_049	0.1580554413568168	0.0	0.3333333333333333
FCC	DeepSeek-V4-Pro	case_CL120_EHR_050	0.597572084652722	0.0	0.6666666666666666
FCC	DeepSeek-V4-Pro	case_CL120_EHR_051	0.48773821159496344	0.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_052	0.6687619998624351	1.0	1.0
FCC	DeepSeek-V4-Pro	case_CL120_EHR_053	0.08467320434603276	1.0	0.5
FCC	DeepSeek-V4-Pro	case_CL120_EHR_054	0.2978737164032316	0.0	0.6666666666666666
