judge_model,quality_error,count,rate_per_cell
DeepSeek-V4-Pro,rc[8]:citation:requires_doctor_action_citation,8,0.006666666666666667
DeepSeek-V4-Pro,dimension:clinical_reasoning_direction:requires_doctor_action_citation,7,0.005833333333333334
DeepSeek-V4-Pro,proposed_grade_inconsistent:expected_3,7,0.005833333333333334
DeepSeek-V4-Pro,rc[2]:citation:requires_doctor_action_citation,7,0.005833333333333334
DeepSeek-V4-Pro,rc[2]:citation[2]:nonverbatim_quote,7,0.005833333333333334
DeepSeek-V4-Pro,dimension:medical_safety_risk_recognition[0]:quote_too_short,6,0.005
DeepSeek-V4-Pro,rc[0]:citation:requires_doctor_action_citation,6,0.005
DeepSeek-V4-Pro,rc[1]:citation:requires_doctor_action_citation,6,0.005
DeepSeek-V4-Pro,absent_non_chain_defect_must_not_have_citations,5,0.004166666666666667
DeepSeek-V4-Pro,closure:citation[0]:quote_too_short,5,0.004166666666666667
DeepSeek-V4-Pro,ho[3]:citation:requires_doctor_action_citation,5,0.004166666666666667
DeepSeek-V4-Pro,rc[0]:citation:missing,5,0.004166666666666667
DeepSeek-V4-Pro,rc[1]:citation[0]:quote_too_short,5,0.004166666666666667
DeepSeek-V4-Pro,rc[1]:citation[2]:nonverbatim_quote,5,0.004166666666666667
DeepSeek-V4-Pro,rc[3]:citation[2]:nonverbatim_quote,5,0.004166666666666667
DeepSeek-V4-Pro,rc[4]:citation:requires_doctor_action_citation,5,0.004166666666666667
DeepSeek-V4-Pro,rc[5]:citation[2]:nonverbatim_quote,5,0.004166666666666667
DeepSeek-V4-Pro,rc[7]:missing_or_weak_explanation,5,0.004166666666666667
DeepSeek-V4-Pro,high_order:HO3:no_distinct_evidence_from_other_completed_high_order,4,0.0033333333333333335
DeepSeek-V4-Pro,ho[1]:citation[3]:nonverbatim_quote,4,0.0033333333333333335
DeepSeek-V4-Pro,ho[2]:not_triggered_must_not_have_citations,4,0.0033333333333333335
DeepSeek-V4-Pro,proposed_grade_inconsistent:expected_1,4,0.0033333333333333335
DeepSeek-V4-Pro,rc[0]:met_requires_no_issue_kind,4,0.0033333333333333335
DeepSeek-V4-Pro,rc[5]:citation[0]:quote_too_short,4,0.0033333333333333335
DeepSeek-V4-Pro,rc[8]:citation:missing,4,0.0033333333333333335
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[0]:quote_too_short,3,0.0025
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[4]:nonverbatim_quote,3,0.0025
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[6]:nonverbatim_quote,3,0.0025
DeepSeek-V4-Pro,dimension:clinical_reasoning_direction[0]:unknown_event_id,3,0.0025
DeepSeek-V4-Pro,dimension:continuity_memory_focus[0]:quote_too_short,3,0.0025
DeepSeek-V4-Pro,high_order:HO2:no_distinct_evidence_from_other_completed_high_order,3,0.0025
DeepSeek-V4-Pro,ho[0]:not_triggered_must_not_have_citations,3,0.0025
DeepSeek-V4-Pro,ho[1]:not_triggered_must_not_have_citations,3,0.0025
DeepSeek-V4-Pro,ho[2]:citation:requires_doctor_action_citation,3,0.0025
DeepSeek-V4-Pro,ho[3]:citation[0]:unknown_event_id,3,0.0025
DeepSeek-V4-Pro,ho[3]:citation[3]:nonverbatim_quote,3,0.0025
DeepSeek-V4-Pro,rc[4]:citation[2]:nonverbatim_quote,3,0.0025
DeepSeek-V4-Pro,rc[6]:citation[0]:quote_too_short,3,0.0025
DeepSeek-V4-Pro,rc[6]:citation[2]:nonverbatim_quote,3,0.0025
DeepSeek-V4-Pro,closure:citation[1]:unknown_event_id,2,0.0016666666666666668
DeepSeek-V4-Pro,closure:citation[4]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[3]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[7]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:clinical_reasoning_direction[0]:quote_too_short,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:clinical_reasoning_direction[2]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:continuity_memory_focus[2]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:medical_safety_risk_recognition[2]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:patient_family_realworld_adaptation[0]:quote_too_short,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:patient_family_realworld_adaptation[0]:unknown_event_id,2,0.0016666666666666668
DeepSeek-V4-Pro,dimension:patient_family_realworld_adaptation[2]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,high_order:HO1:no_distinct_evidence_from_other_completed_high_order,2,0.0016666666666666668
DeepSeek-V4-Pro,ho[0]:citation[1]:quote_too_short,2,0.0016666666666666668
DeepSeek-V4-Pro,ho[1]:citation:requires_doctor_action_citation,2,0.0016666666666666668
DeepSeek-V4-Pro,ho[2]:citation[1]:unknown_event_id,2,0.0016666666666666668
DeepSeek-V4-Pro,ho[2]:citation[3]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,non_chain:citation[0]:quote_too_short,2,0.0016666666666666668
DeepSeek-V4-Pro,non_chain:citation[1]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,present_non_chain_defect_requires_specific_fields,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[0]:citation[2]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[1]:missing_or_weak_explanation,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[2]:citation[0]:quote_too_short,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[2]:citation[0]:unknown_event_id,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[2]:missing_or_weak_explanation,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[3]:missing_or_weak_explanation,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[4]:citation[0]:unknown_event_id,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[4]:missing_or_weak_explanation,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[5]:error_requires_issue_kind,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[5]:missing_or_weak_explanation,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[6]:citation[0]:unknown_event_id,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[6]:missing_or_weak_explanation,2,0.0016666666666666668
DeepSeek-V4-Pro,rc[8]:citation[1]:nonverbatim_quote,2,0.0016666666666666668
DeepSeek-V4-Pro,unsafe_dimension_requires_serious_error,2,0.0016666666666666668
DeepSeek-V4-Pro,closure:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[5]:nonverbatim_quote,1,0.0008333333333333334
DeepSeek-V4-Pro,dimension:actionability_responsibility_chain[7]:duplicate,1,0.0008333333333333334
DeepSeek-V4-Pro,dimension:clinical_reasoning_direction[1]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,dimension:continuity_memory_focus[0]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,dimension:medical_safety_risk_recognition[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,high_order:HO4:no_distinct_evidence_from_other_completed_high_order,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[0]:citation:requires_doctor_action_citation,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[0]:citation[0]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[1]:citation[0]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[1]:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[1]:citation[2]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[1]:citation[3]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[2]:citation[0]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[2]:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[3]:citation[1]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[3]:citation[3]:duplicate,1,0.0008333333333333334
DeepSeek-V4-Pro,ho[3]:not_triggered_must_not_have_citations,1,0.0008333333333333334
DeepSeek-V4-Pro,non_chain:citation:missing,1,0.0008333333333333334
DeepSeek-V4-Pro,non_chain:citation:requires_doctor_action_citation,1,0.0008333333333333334
DeepSeek-V4-Pro,non_chain:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[0]:citation[0]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[0]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[1]:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[1]:met_requires_no_issue_kind,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[2]:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[3]:citation:requires_doctor_action_citation,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[3]:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[3]:error_requires_issue_kind,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[4]:citation[0]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[4]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[4]:citation[1]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[4]:error_requires_issue_kind,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[5]:citation[0]:unknown_event_id,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[6]:citation[3]:nonverbatim_quote,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[8]:citation[0]:quote_too_short,1,0.0008333333333333334
DeepSeek-V4-Pro,rc[8]:missing_or_weak_explanation,1,0.0008333333333333334
GLM-5,dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote,678,0.565
GLM-5,rc[5]:citation[0]:nonverbatim_quote,616,0.5133333333333333
GLM-5,rc[4]:citation[0]:nonverbatim_quote,605,0.5041666666666667
GLM-5,dimension:clinical_reasoning_direction[0]:nonverbatim_quote,581,0.4841666666666667
GLM-5,rc[3]:citation[0]:nonverbatim_quote,564,0.47
GLM-5,rc[1]:citation[0]:nonverbatim_quote,553,0.4608333333333333
GLM-5,dimension:medical_safety_risk_recognition[0]:nonverbatim_quote,537,0.4475
GLM-5,rc[2]:citation[0]:nonverbatim_quote,536,0.44666666666666666
GLM-5,dimension:continuity_memory_focus[0]:nonverbatim_quote,507,0.4225
GLM-5,closure:citation[0]:nonverbatim_quote,490,0.4083333333333333
GLM-5,rc[6]:citation[0]:nonverbatim_quote,489,0.4075
GLM-5,dimension:actionability_responsibility_chain[0]:nonverbatim_quote,460,0.38333333333333336
GLM-5,ho[0]:citation[0]:nonverbatim_quote,458,0.38166666666666665
GLM-5,ho[3]:citation[0]:nonverbatim_quote,445,0.37083333333333335
GLM-5,ho[2]:citation[0]:nonverbatim_quote,442,0.36833333333333335
GLM-5,ho[1]:citation[0]:nonverbatim_quote,440,0.36666666666666664
GLM-5,rc[0]:citation[0]:nonverbatim_quote,427,0.35583333333333333
GLM-5,ho[0]:citation[1]:nonverbatim_quote,338,0.2816666666666667
GLM-5,ho[1]:citation[1]:nonverbatim_quote,323,0.26916666666666667
GLM-5,ho[3]:citation[1]:nonverbatim_quote,306,0.255
GLM-5,ho[2]:citation[1]:nonverbatim_quote,298,0.24833333333333332
GLM-5,rc[3]:citation[1]:nonverbatim_quote,295,0.24583333333333332
GLM-5,rc[2]:citation[1]:nonverbatim_quote,284,0.23666666666666666
GLM-5,rc[4]:citation[1]:nonverbatim_quote,271,0.22583333333333333
GLM-5,rc[5]:citation[1]:nonverbatim_quote,271,0.22583333333333333
GLM-5,dimension:medical_safety_risk_recognition[1]:nonverbatim_quote,233,0.19416666666666665
GLM-5,rc[1]:citation[1]:nonverbatim_quote,230,0.19166666666666668
GLM-5,dimension:clinical_reasoning_direction[1]:nonverbatim_quote,223,0.18583333333333332
GLM-5,closure:citation[1]:nonverbatim_quote,215,0.17916666666666667
GLM-5,rc[0]:citation[1]:nonverbatim_quote,211,0.17583333333333334
GLM-5,dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote,210,0.175
GLM-5,rc[7]:citation[0]:nonverbatim_quote,204,0.17
GLM-5,dimension:actionability_responsibility_chain[1]:nonverbatim_quote,200,0.16666666666666666
GLM-5,rc[6]:citation[1]:nonverbatim_quote,197,0.16416666666666666
GLM-5,dimension:continuity_memory_focus[1]:nonverbatim_quote,182,0.15166666666666667
GLM-5,proposed_grade_inconsistent:expected_5,177,0.1475
GLM-5,rc[6]:citation:requires_doctor_action_citation,172,0.14333333333333334
GLM-5,ho[1]:completion_flags_inconsistent,123,0.1025
GLM-5,ho[0]:completion_flags_inconsistent,110,0.09166666666666666
GLM-5,ho[2]:completion_flags_inconsistent,102,0.085
GLM-5,rc[7]:citation[1]:nonverbatim_quote,91,0.07583333333333334
GLM-5,proposed_grade_inconsistent:expected_4,90,0.075
GLM-5,ho[3]:completion_flags_inconsistent,82,0.06833333333333333
GLM-5,rc[5]:citation:requires_doctor_action_citation,62,0.051666666666666666
GLM-5,ho[0]:high_order_evidence_not_distinct_from_minimum_rc,58,0.04833333333333333
GLM-5,ho[3]:citation:missing,43,0.035833333333333335
GLM-5,closure:citation:requires_doctor_action_citation,39,0.0325
GLM-5,proposed_grade_inconsistent:expected_2,38,0.03166666666666667
GLM-5,ho[3]:citation[2]:nonverbatim_quote,37,0.030833333333333334
GLM-5,rc[7]:citation:requires_doctor_action_citation,37,0.030833333333333334
GLM-5,ho[0]:citation[2]:nonverbatim_quote,36,0.03
GLM-5,ho[2]:citation:missing,35,0.029166666666666667
GLM-5,ho[1]:high_order_evidence_not_distinct_from_minimum_rc,33,0.0275
GLM-5,ho[1]:citation[2]:nonverbatim_quote,32,0.02666666666666667
GLM-5,ho[2]:high_order_evidence_not_distinct_from_minimum_rc,32,0.02666666666666667
GLM-5,ho[2]:citation[2]:nonverbatim_quote,30,0.025
GLM-5,ho[3]:high_order_evidence_not_distinct_from_minimum_rc,29,0.024166666666666666
GLM-5,ho[1]:citation:missing,28,0.023333333333333334
GLM-5,closure:citation[2]:nonverbatim_quote,22,0.018333333333333333
GLM-5,dimension:patient_family_realworld_adaptation:requires_doctor_action_citation,19,0.015833333333333335
GLM-5,rc[2]:citation[2]:nonverbatim_quote,19,0.015833333333333335
GLM-5,ho[0]:citation:missing,17,0.014166666666666666
GLM-5,dimension:actionability_responsibility_chain[2]:nonverbatim_quote,14,0.011666666666666667
GLM-5,rc[8]:citation[0]:nonverbatim_quote,14,0.011666666666666667
GLM-5,closure:citation[1]:unknown_event_id,13,0.010833333333333334
GLM-5,rc[8]:citation:requires_doctor_action_citation,13,0.010833333333333334
GLM-5,rc[3]:citation:requires_doctor_action_citation,11,0.009166666666666667
GLM-5,rc[4]:citation:requires_doctor_action_citation,11,0.009166666666666667
GLM-5,rc[5]:citation[2]:nonverbatim_quote,11,0.009166666666666667
GLM-5,rc[8]:citation[1]:nonverbatim_quote,10,0.008333333333333333
GLM-5,dimension:medical_safety_risk_recognition[2]:nonverbatim_quote,9,0.0075
GLM-5,rc[1]:citation[2]:nonverbatim_quote,9,0.0075
GLM-5,ho[1]:citation[1]:unknown_event_id,8,0.006666666666666667
GLM-5,rc[0]:citation[2]:nonverbatim_quote,8,0.006666666666666667
GLM-5,rc[4]:citation[2]:nonverbatim_quote,8,0.006666666666666667
GLM-5,valid_status_requires_safe_executable_traceable,8,0.006666666666666667
GLM-5,dimension:clinical_reasoning_direction:requires_doctor_action_citation,7,0.005833333333333334
GLM-5,dimension:patient_family_realworld_adaptation[2]:nonverbatim_quote,7,0.005833333333333334
GLM-5,rc[2]:citation:requires_doctor_action_citation,7,0.005833333333333334
GLM-5,rc[3]:citation[0]:unknown_event_id,7,0.005833333333333334
GLM-5,rc[5]:citation[1]:unknown_event_id,7,0.005833333333333334
GLM-5,dimension:clinical_reasoning_direction[2]:nonverbatim_quote,6,0.005
GLM-5,ho[0]:not_triggered_must_not_have_citations,6,0.005
GLM-5,ho[2]:citation[1]:unknown_event_id,6,0.005
GLM-5,invalid_status_cannot_be_fully_valid,6,0.005
GLM-5,non_chain:citation[0]:nonverbatim_quote,6,0.005
GLM-5,rc[5]:citation[0]:unknown_event_id,6,0.005
GLM-5,rc[6]:citation:missing,6,0.005
GLM-5,rc[6]:citation[1]:unknown_event_id,6,0.005
GLM-5,rc[6]:citation[2]:nonverbatim_quote,6,0.005
GLM-5,dimension:clinical_reasoning_direction[0]:unknown_event_id,5,0.004166666666666667
GLM-5,dimension:continuity_memory_focus[2]:nonverbatim_quote,5,0.004166666666666667
GLM-5,dimension:patient_family_realworld_adaptation[0]:unknown_event_id,5,0.004166666666666667
GLM-5,rc[5]:citation:missing,5,0.004166666666666667
GLM-5,closure:citation:missing,4,0.0033333333333333335
GLM-5,dimension:actionability_responsibility_chain:requires_doctor_action_citation,4,0.0033333333333333335
GLM-5,dimension:medical_safety_risk_recognition:requires_doctor_action_citation,4,0.0033333333333333335
GLM-5,high_order:HO4:no_distinct_evidence_from_other_completed_high_order,4,0.0033333333333333335
GLM-5,ho[0]:citation[0]:unknown_event_id,4,0.0033333333333333335
GLM-5,ho[1]:citation[0]:unknown_event_id,4,0.0033333333333333335
GLM-5,ho[3]:citation[1]:unknown_event_id,4,0.0033333333333333335
GLM-5,rc[1]:citation:requires_doctor_action_citation,4,0.0033333333333333335
GLM-5,rc[1]:citation[1]:missing_or_weak_explanation,4,0.0033333333333333335
GLM-5,rc[1]:citation[1]:quote_too_short,4,0.0033333333333333335
GLM-5,rc[2]:citation[0]:unknown_event_id,4,0.0033333333333333335
GLM-5,rc[3]:citation[1]:unknown_event_id,4,0.0033333333333333335
GLM-5,rc[3]:citation[2]:nonverbatim_quote,4,0.0033333333333333335
GLM-5,rc[4]:citation[0]:unknown_event_id,4,0.0033333333333333335
GLM-5,rc[4]:citation[1]:missing_or_weak_explanation,4,0.0033333333333333335
GLM-5,rc[4]:citation[1]:unknown_event_id,4,0.0033333333333333335
GLM-5,closure:citation[0]:quote_too_short,3,0.0025
GLM-5,closure:citation[1]:quote_too_short,3,0.0025
GLM-5,dimension:clinical_reasoning_direction[0]:quote_too_short,3,0.0025
GLM-5,dimension:medical_safety_risk_recognition[0]:unknown_event_id,3,0.0025
GLM-5,ho[0]:citation:requires_doctor_action_citation,3,0.0025
GLM-5,ho[1]:citation:requires_doctor_action_citation,3,0.0025
GLM-5,ho[2]:citation:requires_doctor_action_citation,3,0.0025
GLM-5,ho[2]:citation[0]:unknown_event_id,3,0.0025
GLM-5,proposed_grade_inconsistent:expected_1,3,0.0025
GLM-5,rc[1]:citation[0]:unknown_event_id,3,0.0025
GLM-5,rc[2]:citation[0]:missing_or_weak_explanation,3,0.0025
GLM-5,rc[2]:citation[1]:unknown_event_id,3,0.0025
GLM-5,rc[4]:citation:missing,3,0.0025
GLM-5,rc[5]:citation[0]:missing_or_weak_explanation,3,0.0025
GLM-5,rc[5]:citation[0]:quote_too_short,3,0.0025
GLM-5,rc[5]:citation[1]:missing_or_weak_explanation,3,0.0025
GLM-5,rc[6]:citation[0]:unknown_event_id,3,0.0025
GLM-5,rc[7]:citation[1]:unknown_event_id,3,0.0025
GLM-5,rc[8]:citation[0]:unknown_event_id,3,0.0025
GLM-5,absent_non_chain_defect_requires_none_fields,2,0.0016666666666666668
GLM-5,closure:citation[0]:unknown_event_id,2,0.0016666666666666668
GLM-5,dimension:actionability_responsibility_chain[0]:unknown_event_id,2,0.0016666666666666668
GLM-5,dimension:continuity_memory_focus:requires_doctor_action_citation,2,0.0016666666666666668
GLM-5,dimension:continuity_memory_focus[0]:unknown_event_id,2,0.0016666666666666668
GLM-5,dimension:medical_safety_risk_recognition[1]:quote_too_short,2,0.0016666666666666668
GLM-5,high_order:HO1:no_distinct_evidence_from_other_completed_high_order,2,0.0016666666666666668
GLM-5,high_order:HO2:no_distinct_evidence_from_other_completed_high_order,2,0.0016666666666666668
GLM-5,high_order:HO3:no_distinct_evidence_from_other_completed_high_order,2,0.0016666666666666668
